,NodeType,Env_obj,Env_obj_main,Target,Env_obj_number,Objective,Target.species,PU,link
179,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,dwarf flat-headed gudgeon,Upper.Murray..Murray.source.to.Hume.dam..31,1
180,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,dwarf flat-headed gudgeon,Mid.Murray.and.Edward.Wakool.32,0
181,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,dwarf flat-headed gudgeon,Mid.Murray.and.Edward.Wakool.33,0
182,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,dwarf flat-headed gudgeon,Mid.Murray.and.Edward.Wakool.34,1
183,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,dwarf flat-headed gudgeon,Mid.Murray.and.Edward.Wakool.35,1
184,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,dwarf flat-headed gudgeon,Mid.Murray.and.Edward.Wakool.36,1
185,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,dwarf flat-headed gudgeon,Lower.Murray.Darling.37,1
1556,Environmental objective,WB5,WB,Waterbird,5,Maintain the extent & improve condition of waterbird habitats,All waterbird species,Mid.Murray.1,1
187,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Mid.Murray.2,1
188,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Mid.Murray.3,1
152,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,dwarf flat-headed gudgeon,Mid.Murray.4,1
190,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Edward.Wakool.5,1
191,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Edward.Wakool.6,1
192,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Edward.Wakool.7,1
193,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Murray.8,1
194,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Murray.9,1
195,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Murray.10,1
196,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Murray.11,1
197,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Murray.12,1
198,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Murray.13,1
199,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Menindee.Lakes.14,1
200,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Menindee.Lakes.15,1
201,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Darling.River...Darling.Anabranch.16,1
202,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Darling.River...Darling.Anabranch.17,1
203,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Darling.River...Darling.Anabranch.18,1
204,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Darling.River...Darling.Anabranch.19,1
205,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..20,0
206,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..21,0
207,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..22,0
208,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..23,0
209,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..24,0
210,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..25,0
211,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..26,0
212,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..27,0
213,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..28,0
214,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..29,0
215,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..30,0
216,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Upper.Murray..Murray.source.to.Hume.dam..31,0
217,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Mid.Murray.and.Edward.Wakool.32,0
218,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Mid.Murray.and.Edward.Wakool.33,0
219,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Mid.Murray.and.Edward.Wakool.34,0
220,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Mid.Murray.and.Edward.Wakool.35,1
221,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Mid.Murray.and.Edward.Wakool.36,1
222,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,bony herring,Lower.Murray.Darling.37,1
1699,Environmental objective,EF4,EF,Priority ecosystem function,4,Support instream & floodplain productivity,Aquatic productivity (Primary & Secondary),Mid.Murray.1,1
224,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Mid.Murray.2,1
225,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Mid.Murray.3,1
115,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,flat-headed gudgeon,Mid.Murray.4,1
227,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Edward.Wakool.5,1
228,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Edward.Wakool.6,1
229,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Edward.Wakool.7,1
230,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Lower.Murray.8,1
231,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Lower.Murray.9,1
232,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Lower.Murray.10,1
233,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Lower.Murray.11,1
234,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Lower.Murray.12,1
235,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Lower.Murray.13,1
236,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Menindee.Lakes.14,1
237,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Menindee.Lakes.15,1
238,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Lower.Darling.River...Darling.Anabranch.16,1
239,Environmental objective,NF2,NF,Native fish,2,Increase the distribution & abundance of short to moderate-lived generalist native fish species,Murray–Darling rainbowfish,Lower.Darling.River...Darling.Anabranch.17,1
